epoch,steps,cosine_pearson,cosine_spearman,euclidean_pearson,euclidean_spearman,manhattan_pearson,manhattan_spearman,dot_pearson,dot_spearman
0,0,0.21548537189386624,0.23762435098683998,0.20070007734637316,0.22600537527903805,0.20410975052674035,0.22756743017347694,0.2108415920314864,0.23096186802105065
